row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Acid-Blank-C18.mzML Peak area,Acid-Blank-HLB.mzML Peak area,Acid-Blank-PPL.mzML Peak area,Acid-Blank-Strata.mzML Peak area,Acid-Dam-C18-1.mzML Peak area,Acid-Dam-C18-A.mzML Peak area,Acid-Dam-HLB-1.mzML Peak area,Acid-Dam-HLB-A.mzML Peak area,Acid-Dam-PPL-1.mzML Peak area,Acid-Dam-PPL-A.mzML Peak area,Acid-Dam-Strata-1.mzML Peak area,Acid-Dam-Strata-A.mzML Peak area,Acid-Sea-C18-1.mzML Peak area,Acid-Sea-C18-A.mzML Peak area,Acid-Sea-HLB-1.mzML Peak area,Acid-Sea-HLB-A.mzML Peak area,Acid-Sea-PPL-1.mzML Peak area,Acid-Sea-PPL-A.mzML Peak area,Acid-Sea-Strata-1.mzML Peak area,Acid-Sea-Strata-A.mzML Peak area,Dam-C18-1.mzML Peak area,Dam-C18-A.mzML Peak area,Dam-HLB-1.mzML Peak area,Dam-HLB-A.mzML Peak area,Dam-PPL-1.mzML Peak area,Dam-PPL-A.mzML Peak area,Dam-Strata-1.mzML Peak area,Dam-Strata-A.mzML Peak area,NeuBlankC18.mzML Peak area,NeuBlankHLB.mzML Peak area,NeuBlankPPL.mzML Peak area,NeuBlankStrata-NeuBlankStrata (2).mzML Peak area,River-C18-1.mzML Peak area,River-C18-A.mzML Peak area,River-HLB-1.mzML Peak area,River-HLB-A.mzML Peak area,River-PPL-1.mzML Peak area,River-PPL-A.mzML Peak area,River-Strata-1.mzML Peak area,River-Strata-A.mzML Peak area,Sea-C18-1.mzML Peak area,Sea-C18-A.mzML Peak area,Sea-HLB-1.mzML Peak area,Sea-HLB-A.mzML Peak area,Sea-PPL-1.mzML Peak area,Sea-PPL-A.mzML Peak area,Sea-Strata-A.mzML Peak area,Sea-Stratra-1.mzML Peak area,Tap-C18-1.mzML Peak area,Tap-C18-A.mzML Peak area,Tap-HLB-1.mzML Peak area,Tap-HLB-A.mzML Peak area,Tap-PPL-1.mzML Peak area,Tap-PPL-A.mzML Peak area,Tap-Strata-1.mzML Peak area,Tap-Strata-A.mzML Peak area,Unnamed: 69
116,120.080163393576,1.7253181,area,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.646767,0.0,0.0,0.0,0.0,0.0,28.568617,0.0,0.0,0.0,101.96132,0.0,9.460728,0.0,150.96991,0.0,9.061825,0.0,0.0,0.0,0.0,0.0,17.59353,0.0,0.0,0.0,78.02544,0.0,0.0,0.0,0.0,0.0,0.0,25.960184,19.626133,63.991333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,130.15861683695758,1.7645249,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.69208,201.82489,206.58775,209.73393,240.00406,528.5598,
119,250.09330564944665,1.7755584,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.939144,134.17651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
123,198.0621063861556,1.7900944,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.653206,61.506413,703.1692,754.5871,78.37879,68.28166,
125,196.0648860162576,1.8135943,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.95954,163.47078,1118.5763,1205.99,130.13461,158.84422,
132,479.1863926944894,1.8703167,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.58185,173.65073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
135,100.07537334455628,1.8955412,area,,,,3.0,,,,,,,0.0,1.3624406,273.865,828.9006,932.09644,251.93532,515.7301,238.91692,82.432724,137.40698,524.0202,615.8926,1557.5009,1773.678,1595.8401,1577.6093,847.38605,1078.3931,1814.4768,2026.4434,284.26294,303.90347,332.47223,255.91275,204.43687,157.35364,472.9795,418.02243,0.0,366.89517,0.0,366.01926,429.7663,289.97577,497.379,531.4781,291.09592,293.49786,451.13977,425.2848,953.8983,1147.9185,1121.5361,1160.6693,1428.0355,1683.7367,692.978,1245.7549,24340.955,27517.828,25722.637,26074.14,16283.144,16459.377,27111.455,24184.852,
137,283.0960644070109,1.9015249,area,,,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.68282,324.2765,267.8195,200.95471,28.765442,31.216675,248.59142,206.09111,
136,199.14372984562263,1.9082562,area,,,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.78828,271.2388,246.99532,243.85593,91.40115,114.92352,281.25446,223.7625,
138,122.05724441157992,1.9116249,area,,,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.62946,329.3383,261.57242,268.72446,121.04207,182.41441,279.9566,250.1829,
140,279.0896325284013,1.9593648,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.004833,0.0,13.585738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8064346,0.0,0.0,0.0,8.332577,0.0,0.0,0.0,0.0,0.0,0.0,122.68964,85.30975,148.1642,124.8619,0.0,129.17267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
144,302.1957494348671,2.0241833,area,,,,,,,,,,,0.0,0.0,767.33734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.677578,138.7689,444.19366,12.380135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
158,186.1848111951428,2.0377166,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.414799,1899.3591,2069.1965,8.2470255,9.057604,
142,173.07027510294512,2.0452917,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.33394,69.788704,53.432114,90.73227,24.867569,21.996532,0.0,0.0,0.0,0.0,0.0,0.0,64.14734,33.747894,0.0,45.53026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.986626,86.68883,58.033596,58.09573,20.134844,0.0,
166,160.07403038963216,2.0795293,area,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.05347,261.57465,324.24457,314.1077,72.70472,228.3792,73.42857,120.59926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
162,191.1160717939904,2.0879583,area,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.2172,1036.042,1162.5034,1111.7233,342.6449,813.6002,342.35388,463.35654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
167,182.0780358998564,2.1092918,area,,,,2.0,,,,,,,0.0,0.0,0.0,560.4034,0.0,0.0,0.0,0.0,0.0,0.0,940.7561,921.7392,0.0,0.0,0.0,0.0,0.0,0.0,443.5689,342.8545,0.0,0.0,0.0,0.0,0.0,0.0,240.33344,220.78806,0.0,0.0,0.0,731.3393,0.0,0.0,0.0,0.0,0.0,0.0,218.69196,234.08391,0.0,0.0,0.0,0.0,0.0,0.0,320.20197,445.54956,0.0,0.0,0.0,0.0,0.0,0.0,226.9305,340.365,
165,128.0701218476324,2.11655,area,,,,2.0,,,,,,,0.0,0.0,0.0,778.1818,0.0,0.0,0.0,0.0,0.0,0.0,2943.7566,2921.3235,0.0,0.0,0.0,0.0,0.0,0.0,907.4688,672.57544,0.0,0.0,0.0,0.0,0.0,0.0,403.68658,350.49637,0.0,0.0,0.0,945.2123,0.0,0.0,0.0,0.0,0.0,0.0,392.71048,413.30103,0.0,0.0,0.0,0.0,0.0,0.0,424.0224,592.49445,0.0,0.0,0.0,0.0,0.0,0.0,420.0431,599.86957,
152,162.0653553568983,2.128377,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.71844,86.399826,19.934006,22.775282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.82922,37.811707,0.0,9.393116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.76867,109.771225,83.27035,57.191086,9.137295,18.865473,
173,281.1052177640564,2.1533527,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26.140371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.01069,60.33046,96.25802,33.622272,18.989624,2.4987657,40.104816,17.262476,0.0,0.0,0.0,0.0,394.70065,299.5536,432.71146,400.07855,192.28511,459.84305,170.78416,240.44661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.087017,0.0,0.0,0.0,
172,217.8626802269333,2.172531,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.60667,261.2831,154.76093,163.98273,109.80006,111.22107,
182,217.10391981471707,2.2030113,area,,,,,,,,,,,38.558918,15.659582,451.86072,550.3384,85.524445,127.451096,134.16632,113.219345,173.9834,151.7238,215.58304,411.4976,69.27649,146.19054,95.404655,2.7167063,281.74084,286.5183,235.33601,211.56886,14.028657,181.85747,160.35593,228.39528,212.52368,33.52119,395.9392,289.31125,168.32611,164.77707,399.35565,445.17456,222.235,208.84055,293.20154,246.70917,231.48141,435.40167,347.70746,432.54422,112.67067,71.1864,219.21204,149.88777,302.56235,603.7633,261.90298,355.78214,225.93678,202.26685,281.65726,230.8444,350.24936,342.34738,768.4317,500.37686,
195,218.12971798367624,2.2071307,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111167,55.922295,234.15233,496.22232,9.382765,8.761435,
202,556.259702092623,2.2197468,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.24532,17.959894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.032925,16.276825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.43799,91.414276,8.964475,27.48129,162.69385,193.13103,0.0,0.0,
190,194.06530065875725,2.2382786,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.34378,76.068924,243.70935,208.37004,0.0,5.500567,25.955276,47.901424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
194,239.13857142314896,2.2550716,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.016663,23.114723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.6696,319.938,182.6398,193.81686,160.50958,189.73326,117.31448,39.96263,
203,206.13813123641515,2.2979443,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2183366,53.620758,225.81346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
200,218.0444331771916,2.2997835,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,136.78004,92.02552,0.0,0.0,0.0,8.79826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
196,219.0756120554136,2.3277395,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.2563,204.89522,94.06567,100.22843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.8199,170.23148,0.0,121.53383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.36726,137.36032,9.8878975,34.106144,0.0,0.0,
209,181.07127911033115,2.41925,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.688145,22.775883,20.713367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.437025,0.0,0.0,0.0,0.0,55.004078,42.241688,116.40364,165.75073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.31388,0.0,39.585854,128.75816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.675476,0.0,0.0,0.0,0.0,0.0,0.0,60.13358,0.0,0.0,0.0,
231,234.1474230819265,2.446168,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.521725,25.806952,81.21147,41.218826,0.0,8.727232,0.0,0.0,0.0,0.0,0.0,0.0,470.3055,351.7747,351.39423,468.19968,153.11403,323.2505,173.45395,259.57916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
235,189.1009380672084,2.469003,area,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.489792,66.96662,220.95322,179.94055,143.49246,248.48683,99.84988,74.40123,0.0,0.0,0.0,0.0,81.58113,60.513977,299.29166,294.88605,103.37171,241.96756,108.65071,136.89407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
219,207.1118072407967,2.471896,area,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3115,61.824585,67.075676,91.51478,19.407047,8.222265,0.0,0.0,0.0,0.0,0.0,0.0,43.831955,13.218533,20.006655,106.1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.854468,10.722662,0.0,0.0,
